id,age,gender,signup_date,total_orders,average_order_value,total_spent,frequency_of_purchases,last_purchase_date,product_categories,website_visits,email_open_rate ,social_media_engagement,customer_support_interactions,returns_refunds,payment_method,device_type,loyalty_program_status
927,75,Male,22/02/2022,93,125,,15,12/07/2024,Sports & Outdoors,127,44.86,55,2,5,jcb,Mobile,Silver
928,74,Male,27/06/2023,33,320,,259,31/03/2024,Beauty,911,75.54,42,14,8,jcb,Desktop,Platinum
929,23,Female,08/09/2018,37,475,,217,05/06/2024,Sports & Outdoors,388,29.11,36,9,7,laser,Desktop,Silver
930,40,Male,31/12/2022,7,243,,114,16/03/2024,Toys,348,51.34,0,3,6,maestro,Mobile,Bronze
931,60,Female,19/08/2024,26,382,,211,13/12/2023,Sports & Outdoors,390,62.77,94,18,4,jcb,Mobile,Silver
932,67,Male,21/06/2023,47,262,,107,30/11/2023,Beauty,998,34.05,8,5,3,americanexpress,Mobile,Platinum
933,41,Male,10/04/2019,85,387,,196,13/03/2024,Toys,300,15.31,68,8,8,jcb,Desktop,Gold
934,76,Female,24/02/2021,80,297,,32,21/04/2024,Sports & Outdoors,792,44.16,80,6,7,diners-club-enroute,Desktop,Platinum
935,55,Female,18/01/2021,84,120,,124,14/12/2023,Sports & Outdoors,174,35.43,85,17,4,diners-club-enroute,Mobile,Platinum
936,94,Female,24/07/2018,55,10,,19,04/01/2024,Sports & Outdoors,1006,88.06,80,6,1,jcb,Mobile,Silver
937,44,Female,14/09/2023,77,83,,165,02/04/2024,Home & Kitchen,243,64.13,2,2,10,diners-club-enroute,Mobile,Bronze
938,27,Male,05/09/2023,76,90,,169,01/08/2024,Home & Kitchen,510,86.26,50,20,1,jcb,Desktop,Silver
939,45,Male,17/12/2018,77,327,,19,02/03/2024,Clothing,989,11.75,14,12,6,switch,Mobile,Platinum
940,18,Female,10/02/2020,19,60,,221,20/07/2024,Clothing,387,1.47,22,0,6,laser,Mobile,Gold
941,69,Male,21/01/2021,91,240,,163,15/11/2023,Books,103,38.31,95,18,4,americanexpress,Mobile,Silver
942,73,Male,20/04/2022,84,293,,285,04/11/2023,Clothing,237,72.4,66,16,1,switch,Mobile,Platinum
943,85,Female,16/02/2022,6,371,,338,10/04/2024,Clothing,168,86.64,11,3,3,jcb,Mobile,Platinum
944,31,Female,19/08/2021,40,341,,117,29/08/2024,Pets,445,57.83,28,0,5,diners-club-enroute,Desktop,Gold
945,68,Female,07/09/2019,97,42,,188,27/02/2024,Health,441,48.28,47,9,3,diners-club-enroute,Desktop,Silver
946,33,Male,15/12/2018,35,424,,283,25/12/2023,Electronics,951,33.37,59,4,4,mastercard,Desktop,Platinum
947,18,Female,01/05/2024,96,102,,143,18/01/2024,Health,841,89.68,68,2,1,diners-club-carte-blanche,Mobile,Silver
948,85,Male,22/12/2018,37,488,,286,12/02/2024,Books,1008,78.41,93,14,7,jcb,Desktop,Platinum
949,23,Female,05/02/2018,46,456,,44,24/06/2024,Electronics,1022,43.36,57,2,10,americanexpress,Desktop,Gold
950,37,Female,04/12/2019,82,211,,292,09/09/2024,Clothing,247,74.68,52,11,1,americanexpress,Desktop,Bronze
951,66,Female,18/06/2020,6,128,,216,07/12/2023,Beauty,513,59.07,62,3,9,jcb,Desktop,Bronze
952,29,Male,01/06/2019,90,205,,364,16/07/2024,Home & Kitchen,487,77.16,15,19,3,visa,Mobile,Bronze
953,47,Male,06/09/2020,30,115,,347,18/05/2024,Electronics,662,57.64,7,0,7,instapayment,Mobile,Silver
954,19,Male,05/03/2018,30,207,,140,05/01/2024,Automotive,383,64.19,28,2,7,china-unionpay,Desktop,Silver
955,48,Male,23/04/2018,71,444,,306,30/10/2023,Clothing,828,23.67,13,6,9,jcb,Desktop,Gold
956,29,Female,10/12/2021,16,97,,323,06/02/2024,Sports & Outdoors,579,2.87,82,9,2,jcb,Mobile,Bronze
957,45,Male,07/09/2019,77,181,,205,19/04/2024,Books,481,88.8,29,7,1,jcb,Desktop,Silver
958,48,Male,11/06/2022,91,53,,19,17/06/2024,Health,416,76.36,0,17,1,mastercard,Mobile,Platinum
959,33,Male,14/09/2019,100,376,,170,02/03/2024,Health,64,64.83,38,4,4,jcb,Mobile,Silver
960,77,Male,19/05/2018,80,129,,332,21/02/2024,Sports & Outdoors,47,51.87,33,17,1,diners-club-enroute,Desktop,Bronze
961,22,Male,19/09/2023,23,413,,326,15/11/2023,Books,1015,81.88,50,5,6,solo,Desktop,Silver
962,50,Male,13/01/2022,20,291,,290,05/05/2024,Home & Kitchen,225,26.41,62,6,3,jcb,Desktop,Gold
963,24,Female,03/01/2023,31,444,,134,17/10/2023,Sports & Outdoors,977,54.69,64,20,4,jcb,Mobile,Bronze
964,62,Female,06/10/2023,29,119,,136,14/02/2024,Automotive,127,83.87,76,19,5,jcb,Mobile,Bronze
965,19,Female,11/08/2019,99,385,,344,20/11/2023,Home & Kitchen,547,80.37,24,3,8,china-unionpay,Desktop,Silver
966,28,Female,25/03/2021,27,218,,72,07/11/2023,Automotive,564,47.09,91,0,9,visa-electron,Desktop,Platinum
967,78,Male,08/04/2021,54,316,,321,22/04/2024,Health,493,64.42,0,6,3,jcb,Mobile,Silver
968,42,Female,13/05/2020,98,469,,310,28/05/2024,Health,128,70.88,81,3,9,maestro,Mobile,Platinum
969,46,Male,03/10/2018,90,365,,333,19/03/2024,Toys,529,35.0,44,9,10,diners-club-carte-blanche,Desktop,Silver
970,58,Male,29/04/2018,97,34,,42,04/07/2024,Health,129,57.77,56,19,0,jcb,Desktop,Bronze
971,73,Male,24/04/2023,3,218,,74,10/09/2024,Home & Kitchen,924,84.85,9,15,3,china-unionpay,Mobile,Bronze
972,31,Female,13/09/2023,59,472,,75,29/02/2024,Electronics,228,89.74,24,4,7,jcb,Mobile,Bronze
973,38,Male,26/01/2022,38,242,,81,03/06/2024,Pets,568,29.05,92,12,3,maestro,Desktop,Bronze
974,51,Male,05/03/2022,4,200,,93,26/07/2024,Clothing,91,90.2,92,19,1,jcb,Mobile,Gold
975,32,Male,10/11/2019,3,361,,221,07/08/2024,Health,854,67.86,16,16,7,jcb,Mobile,Platinum
976,50,Male,22/05/2020,96,23,,326,13/02/2024,Home & Kitchen,3,11.33,7,18,6,jcb,Desktop,Platinum
977,53,Male,08/09/2022,17,180,,304,27/12/2023,Beauty,594,33.63,23,8,0,jcb,Mobile,Platinum
978,55,Male,18/01/2023,14,90,,39,08/11/2023,Pets,200,49.24,5,19,3,americanexpress,Desktop,Silver
979,48,Female,20/02/2018,10,45,,57,22/07/2024,Sports & Outdoors,32,98.15,52,7,8,jcb,Desktop,Gold
980,85,Female,03/10/2019,7,65,,201,20/04/2024,Clothing,712,95.74,39,12,6,switch,Desktop,Silver
981,90,Male,22/11/2020,27,82,,121,17/12/2023,Automotive,784,57.49,21,9,1,bankcard,Desktop,Silver
982,61,Male,15/07/2024,44,102,,133,02/11/2023,Electronics,886,17.82,70,3,4,switch,Desktop,Platinum
983,90,Female,08/01/2023,4,432,,261,27/11/2023,Toys,572,31.19,29,18,2,mastercard,Mobile,Gold
984,94,Female,31/05/2022,2,221,,344,03/01/2024,Home & Kitchen,921,96.94,27,16,3,diners-club-carte-blanche,Mobile,Platinum
985,24,Male,09/10/2020,20,500,,104,01/09/2024,Books,417,21.61,13,11,8,jcb,Mobile,Bronze
986,95,Male,05/04/2023,58,125,,5,27/08/2024,Home & Kitchen,138,69.39,31,8,4,bankcard,Mobile,Gold
987,26,Male,03/08/2020,68,46,,13,28/12/2023,Health,472,73.38,65,10,0,visa-electron,Mobile,Platinum
988,24,Male,04/11/2020,98,269,,268,12/05/2024,Home & Kitchen,451,98.08,37,9,9,jcb,Desktop,Bronze
989,71,Male,12/05/2022,84,487,,28,07/11/2023,Automotive,750,41.69,55,8,1,maestro,Mobile,Bronze
990,34,Male,12/09/2024,61,62,,126,11/09/2024,Clothing,616,45.12,93,4,3,visa-electron,Mobile,Bronze
991,89,Male,16/03/2022,78,412,,36,19/06/2024,Toys,969,4.95,21,5,1,diners-club-carte-blanche,Desktop,Platinum
992,57,Female,28/11/2022,21,38,,144,25/11/2023,Clothing,864,16.06,59,9,2,jcb,Desktop,Gold
993,91,Female,06/02/2024,72,404,,256,07/10/2023,Automotive,126,67.94,98,19,6,instapayment,Mobile,Gold
994,77,Male,20/12/2020,71,432,,348,10/07/2024,Sports & Outdoors,12,82.65,15,19,4,diners-club-us-ca,Mobile,Platinum
995,37,Female,23/08/2018,90,82,,59,04/11/2023,Health,1022,86.23,95,5,5,laser,Mobile,Bronze
996,65,Male,27/07/2024,29,111,,8,08/05/2024,Books,210,80.34,7,20,0,bankcard,Desktop,Bronze
997,81,Female,02/02/2022,10,263,,324,24/08/2024,Books,158,87.53,29,10,8,jcb,Desktop,Bronze
998,23,Male,27/03/2018,100,248,,40,06/06/2024,Books,785,27.77,70,9,6,visa-electron,Mobile,Bronze
999,22,Male,19/12/2022,93,254,,201,12/11/2023,Home & Kitchen,110,53.89,69,13,7,jcb,Mobile,Gold
1000,85,Female,02/07/2022,63,388,,6,06/10/2023,Health,277,36.32,66,4,4,jcb,Desktop,Gold
